id,name,flavors,race,positive_effects,negative_effects,medical_uses,Rating,Description
1078,Jack 47,"['Earthy', 'Spicy/Herbal', 'Woody', 'Lemon']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Energetic', 'Giggly']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Stress', 'Lack of Appetite', 'Fatigue', 'Inflammation']",4.7,"Jack 47 combines two of the most sought-after varieties of cannabis: Jack Herer and AK-47. This super hybrid, bred by Sweet Seeds, is mostly sativa and carries the sweet, captivating aroma of Jack Herer. Growers will appreciate the vigorous growth and large colas this strain produces. While connoisseurs are drawn in by the smooth earthy flavor of sugary lemons, patients enjoy Jack 47's immediate relief from stress and muscle pains."
1079,Jack Burton,"['Butter', 'Flowery', 'Rose', 'Sweet']",indica,"['Euphoric', 'Creative', 'Focused', 'Aroused', 'Sleepy', 'Uplifted']",['Dizzy'],"['Insomnia', 'Pain', 'Stress', 'Fatigue', 'Inflammation']",4.5,"Jack Burton by THClones is a sensuous indica-dominant strain born from two distinct Cookie crosses. Created by combining Fortune Cookies and Thai Cookies, Jack Burton draws out each strain’s sweet, pungent aromas while offering consumers long-lasting physical effects that titillate the senses. The terpene profile is buttery and floral while the strain’s subtle euphoria tempers focus and uplifts the mind. Enjoy at the end of the day to indulge in Jack Burton’s physical benefits with your partner or significant other."
1080,Jack Diesel,"['Diesel', 'Earthy', 'Flowery', 'Sweet']",sativa,"['Euphoric', 'Happy', 'Energetic', 'Focused', 'Giggly', 'Creative']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Depression', 'Insomnia', 'Lack of Appetite', 'Fatigue', 'Inflammation']",4.2,"Jack Diesel crosses two mainstays in the cannabis world, Jack Herer and NYC Diesel, to produce a pungent mix of floral and diesel aromas. Its woody flavors are intertwined with sweet hints of fruit that bring on potent, long-lasting sativa effects. The uplifting sativa buzz is reminiscent of Haze varieties, generating immediate relaxation followed by an energetic rush that stimulates creativity along with your appetite."
1081,Jack Flash,"['Citrus', 'Sweet', 'Earthy']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Fatigue']",4.2,"To create Jack Flash, Sensi Seeds started out with their Jack Herer's gene pool and then crossed it with Super Skunk and Haze. Jack Flash offers an earthy citrus aroma, impressive yields, and the active cerebral legacy of her Jack Herer parent. This hybrid gets its name from its lightning-fast onset which may prove useful to patients needing immediate symptom relief."
1082,Jack Frost,"['Citrus', 'Earthy', 'Sweet', 'Pine']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Fatigue']",4.4,"Bred by Goldenseed, Jack Frost was developed over 5 years of persistence in order to improve on the potency and aroma of this strain. Initially with a lineage of Jack Herer, White Widow, and Northern Lights #5, these strains were bred before then introducing Rainbow Kashmiri (now it its third year of exclusive inbreeding). THC content in this strain has been measured up to 22.6%."
1083,Jack Haze,"['Earthy', 'Spicy/Herbal', 'Woody']",hybrid,"['Happy', 'Creative', 'Energetic', 'Talkative', 'Uplifted', 'Euphoric', 'Giggly']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']",4.1,"A cross between Jack Herer and Super Silver Haze, this is one giggly hybrid. Sativa-dominant, Jack Haze provides patients with an intense psychoactive sensation. Like drinking a strong cup of coffee, this strain’s energizing and uplifting effects make it great for daytime use. Patients who suffer from depression or stress tend to really enjoy this strain. Jack Haze is quite potent, so it should be used with caution by novice patients."
1084,Jack Herer,"['Earthy', 'Pine', 'Woody']",sativa,"['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted', 'Focused']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Fatigue']",4.4,"Jack Herer is a sativa-dominant cannabis strain that has gained as much renown as its namesake, the marijuana activist and author of The Emperor Wears No Clothes. Combining a Haze hybrid with a Northern Lights #5 and Shiva Skunk cross, Sensi Seeds created Jack Herer hoping to capture both the cerebral elevation associated with sativas and the heavy resin production of indicas. Its rich genetic background gives rise to several different variations of Jack Herer, each phenotype bearing its own unique features and effects. However, consumers typically describe this 55% sativa hybrid as blissful, clear-headed, and creative.Jack Herer was created in the Netherlands in the mid-1990s, where it was later distributed by Dutch pharmacies as a recognized medical-grade strain. Since then, the spicy, pine-scented sativa has taken home numerous awards for its quality and potency. Many breeders have attempted to cultivate this staple strain themselves in sunny or Mediterranean climates, and indoor growers should wait 50 to 70 days for Jack Herer to flower."
1085,Jack Kush,"['Citrus', 'Sweet', 'Pungent']",hybrid,"['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Uplifted', 'Energetic', 'Giggly']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Pain', 'Stress', 'Lack of Appetite', 'Headache', 'Inflammation', 'Muscle Spasms']",4.1,
1086,Jack Skellington,"['Diesel', 'Citrus', 'Pungent', 'Earthy']",sativa,"['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Energetic', 'Focused']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Muscle Spasms']",4.7,"Jack Skellington by TGA Genetics is a 70% sativa cross between Killer Queen and Jack the Ripper. TGA sought out the most resin-heavy phenotypes of each parent for an ideal, crystal-coated offspring. With a fruity citrus and diesel aroma, Jack Skellington promises an intensely psychoactive experience that brings creativity and introspection to a new level. Jack Skellington flowers in 8 weeks indoors and thrives in sea of green (SOG) setups."
1087,Jack Smack,"['Blueberry', 'Earthy', 'Spicy/Herbal', 'Tree', 'Fruit', 'Flowery']",sativa,"['Relaxed', 'Happy', 'Energetic', 'Uplifted', 'Focused', 'Creative', 'Aroused']",[],"['Depression', 'Stress', 'Lack of Appetite', 'Fatigue', 'Headaches']",5.0,"Jack Smack by Ustad Seeds is an astonishingly powerful sativa. Known for its mind-warping rush of euphoria and heart-racing stimulation, Jack Smack is pure rocket fuel. Mind your dosage as this strain can easily overstimulate even the most seasoned consumer. Jack Smack is a cross of Jack Herer and Herijuana and exhibits a strong fuel aroma native to both parent strains. Enjoy this strain to combat lethargy and depression."
1088,Jack Widow,"['Sweet', 'Earthy', 'Mango']",hybrid,"['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted', 'Hungry']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Pain', 'Stress', 'Nausea', 'Fatigue', 'Headaches']",4.2,"As the name suggests, this sativa-dominant hybrid is a cross between two infamous, award-winning strains: White Widow and Jack Herer. The plant lives up to its lineage, with high THC content and stable, long-lasting sativa effects. Its growing difficulty is easy to moderate. As a plant, Jack Widow is compact, resistant, and high yielding. Flowering times are quick, between 6 and 7 weeks."
1089,Jack Wreck,"['Citrus', 'Pungent', 'Blue Cheese', 'Pine', 'Sweet']",sativa,"['Euphoric', 'Creative', 'Energetic', 'Uplifted', 'Focused', 'Happy']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Fatigue']",4.5,"Jack Wreck is a potent sativa strain that combines two timeless classics, Jack Herer and Trainwreck. While Trainwreck’s influence is evident in Jack Wreck’s sweet citrus aroma, don’t expect the mellow, dreamy buzz associated with Jack Herer: Trainwreck genetics give Jack Wreck an intense kick of cerebral psychoactivity. The racy jolt of energy provided by this sativa hybrid may be too intense for some patients, but those needing high THC levels for pain, appetite loss, and inflammation can trust Jack Wreck for potent daytime relief."
1093,Jackalope,"['Earthy', 'Citrus', 'Flowery']",sativa,"['Relaxed', 'Happy', 'Sleepy', 'Aroused', 'Talkative']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Stress', 'Fatigue', 'Headaches']",4.2,"Jackalope is a mostly sativa strain that crosses Chocolope and Black Jack in a flavorful combination of berry and chocolate confection. Jack Herer ancestry reveals itself through this strain's energized and happy effects, which slowly taper down to mellow relaxation over time. "
1095,Jacky White,"['Flowery', 'Grapefruit', 'Citrus', 'Sweet']",sativa,"['Relaxed', 'Happy', 'Energetic', 'Uplifted', 'Focused', 'Creative', 'Euphoric']","['Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Stress', 'Nausea', 'Fatigue']",4.4,"Jacky White is a 75% sativa strain bred by Paradise Seeds, who crossed the legendary Jack Herer sativa with a resinous White Widow hybrid. She introduces herself with a sweet grapefruit and citrus aroma, which leads the way into Jacky White’s well-balanced head and body effects. Lofty euphoria lifts the mind into an upbeat cerebral space, while the indica in her softens the racy sativa effects with a deep, physical calm. Since her debut in 2005, growers have cherished Jacky White for her hardiness, stability, fast flowering, and plentiful yields."
1096,Jah Kush,"['Citrus', 'Earthy', 'Sweet']",hybrid,"['Relaxed', 'Happy', 'Energetic', 'Uplifted', 'Focused', 'Euphoric', 'Aroused', 'Giggly']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Headache', 'Fatigue', 'Headaches']",4.6,"Jah Kush is a true catch for any cultured cannabis consumer. Its well-rounded excellence is achieved by a distinct, exceptional aroma and long-lasting, mellow effects that are dynamic but not overwhelming. This hybrid is optimal for tension relief and mood lift, offering a rich and slow experience with a citrus aftertaste. With disputed genetics and supposed origins in Northern California, Jah Kush is a self-made success story."
1097,Jahwaiian,"['Sweet', 'Tropical', 'Earthy']",sativa,"['Euphoric', 'Happy', 'Creative', 'Energetic', 'Aroused']",[],['Pain'],4.7,"Jahwaiian by Pua Mana 1st Hawaiian Pakalōlō Seed Bank is a tropical mashup of two legendary strains. By combining Lamb’s Bread genetics sourced directly from Nine Mile, St. Anne’s, Jamaica, and the “Sweet Lady of Waiāhole” (AKA Hawai’i ‘78), Pua Mana crafted an uplifting strain that harnesses the tropical vibes and aromas distinct to the Hawaiian and Caribbean coastlines. Jahwaiian’s effects are stimulating, delivering plenty of energy to the body. Also anticipate a manageable headiness that encourages self-reflection. This strain may help curb depression and fatigue while encouraging physical activity."
1098,Jamaican,"['Earthy', 'Tropical', 'Skunk', 'Pungent', 'Woody']",sativa,"['Euphoric', 'Happy', 'Energetic', 'Talkative', 'Uplifted', 'Creative']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Stress', 'Fatigue', 'Headaches']",4.3,"Jamaican refers to the indigenous varieties of cannabis (or landraces) that grow natively in this region of the world. Because of Jamaica's latitude and climate, these varieties tend to be sativa in structure and effect."
1099,Jamaican Dream,"['Woody', 'Earthy', 'Sweet', 'Lime', 'Pineapple']",sativa,"['Relaxed', 'Euphoric', 'Happy', 'Talkative', 'Uplifted', 'Energetic']","['Dry Mouth', 'Anxious']","['Depression', 'Pain', 'Stress', 'Nausea', 'Headache', 'Muscle Spasms']",4.5,"Jamaican Dream is a 90% sativa bred by Eva Seeds using Jamaican genetics. A subtle and sweet flavor carries you through to an elevated mood and weightless euphoria. The effects are light enough to start your day with, making this strain ideal for early treatment of depression and fatigue. Jamaican Dream’s pointed, compact buds will finish their flowering cycle after 42 to 45 days indoors, or at the end of September in outdoor gardens."
1100,Jamaican Lion,"['Earthy', 'Nutty', 'Lime', 'Tropical']",sativa,"['Relaxed', 'Happy', 'Energetic', 'Uplifted', 'Talkative']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Headache', 'Inflammation', 'Muscle Spasms']",4.7,"Jamaican Lion is a high-CBD sativa strain with mildly psychoactive effects that stimulate creativity and focus without the loss of functionality. Its rich genetic background combines Mountain Lion -- a Rock Bud and Lionheart cross -- with a Jamaican sativa known as Yarders. Shadrock, Jamaican Lion’s creator, first brought the strain to California in 2007, where it was distributed to patients by Harborside. Ushered in by a sweet herbal aroma, Jamaican Lion induces mild psychoactivity that carries through despite its low THC content. Sensory perception sharpens as bad moods dull in clear-headed sensations that can be described as simultaneously uplifting and calming. Few strains compare to Jamaican Lion as it eases pain, anxiety, and inflammation without intoxication or mental cloudiness. Its CBD content is highest around week 9 of flowering, but if you’re looking for more of a 1:1 ratio of CBD and THC, Shadrock recommends harvesting at week 8 instead. "
1101,Jamaican Pearl,"['Earthy', 'Pungent', 'Woody', 'Tropical', 'Sweet']",sativa,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Sleepy', 'Uplifted', 'Creative']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Nausea', 'Eye Pressure']",4.2,"Jamaican Pearl is a sweetly potent outdoor sativa strain from Dutch breeder Sensi Seeds whose presence will bring a taste of the Caribbean to cannabis consumers. Jamaica is home to sativas of astounding quality and potency, selectively bred for countless generations. This strain, a genetic cross between Marley's Collie and Early Pearl, provides a nice breezy cerebral sensation with tropical flavors.  "
1102,Jamba Juice,"['Earthy', 'Berry', 'Pine', 'Sweet']",hybrid,"['Happy', 'Energetic', 'Talkative', 'Tingly', 'Giggly']",[],"['Depression', 'Stress', 'Lack of Appetite', 'Fatigue', 'Muscle Spasms']",5.0,"Jamba Juice is a unique clone-only offering from Golden State Genetics. This pungent hybrid packs tantalizing exotic fruit aromas, offering sweet and candy flavors from start to finish."
1103,Jane Doe,"['Apricot', 'Berry', 'Citrus', 'Sweet']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Tingly', 'Giggly', 'Sleepy']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea']",4.3,"Jane Doe is perfectly named because this strain is a bit of a mystery girl, though her genetics most likely include some OG. This strain is well-balanced with effects that provide euphoria and relief without sleepiness. This Jane is anything but plain, with a crisp lemon aroma and big, trichome-covered flowers that make her a beauty."
1105,Jawa Pie,"['Lemon', 'Minty', 'Lime', 'Mint', 'Sweet']",indica,"['Relaxed', 'Euphoric', 'Happy', 'Sleepy', 'Uplifted']","['Dizzy', 'Dry Mouth']","['Depression', 'Insomnia', 'Pain', 'Cramps', 'Lack of Appetite']",4.5,"Jawa Pie is a sumptuously minty cut by Ocean Grown Seeds. This indica achieves its unique bouquet of shortbread, lime, and menthol by combining CookieFam’s Key Lime Pie with Ocean Grown’s own Alien Rift. The heavy combination anchors the consumer to the couch with weighted limbs and stoney sedation, making this an ideal end-of-the-day strain. Utilize Jawa Pie to mute stress, anxiety, and physical pain.   "
1106,Jazz,"['Citrus', 'Pepper', 'Sweet', 'Flowery']",hybrid,"['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted', 'Relaxed']","['Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']",4.3,"Jazz is the mysterious combination of a Mexican landrace from Oaxaca and an Iranian landrace indica. Even with its hot heritage, gardeners consistently note how well this strain grows in colder climates. Expect notes of hash and pepper on the palate that translate to a full-bodied smoke or vapor when combusted. When grown indoors, this strain has been known to reach 3 to 4 feet tall, but when planted outdoors, this plant shoots upwards, reaching nearly 6 feet in height. "
1107,Jean Guy,"['Citrus', 'Pine', 'Lemon', 'Sweet', 'Woody']",hybrid,"['Euphoric', 'Happy', 'Energetic', 'Talkative', 'Uplifted', 'Creative']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Headache', 'Fatigue', 'Inflammation']",4.4,"Jean Guy, said to be a phenotype of White Widow, is a hybrid from Canada with intensely cerebral effects and a sour citrus smell. Frosted dark green leaves hide pastel buds loaded with golden crystal trichomes. Hints of lemon and pine come through in Jean Guy’s flavor, providing a gentle launch into jolting sativa effects. Its energizing and uplifting qualities makes Jean Guy a perfect strain to start the day with, although scattered and distracting thoughts may interfere with productivity. Jean Guy is a reputable source of relief for fibromyalgia and cancer symptoms, but patients prone to anxiety may want to dose with caution due to its typically high THC content."
1108,Jedi Kush,"['Earthy', 'Pungent', 'Pine', 'Sweet']",indica,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite', 'Headache']",4.5,"Cali Connection’s Jedi Kush brings together the forces of Death Star and SFV OG Kush, an indica alliance that will awaken both mind and body. Jedi Kush’s timid aroma isn’t fully realized until a bud is cracked open, releasing a complex fusion of sour skunk and tangy diesel. Dreamy euphoria blankets the mind, a sensation that builds over time into bolting cerebral energy that’s unexpected from our indicas. This lethargy-free strain is a great way for patients to get a powerful dose of cannabinoids during the day while treating ailments like pain, PTSD, depression, stress, headaches, and appetite loss. Jedi plants show resilience in outdoor gardens but also thrive indoors with a flowering time of 8 to 9 weeks."
1109,Jelly Roll,"['Pungent', 'Sweet']",indica,"['Relaxed', 'Happy', 'Tingly']","['Paranoid', 'Dry Eyes']","['Insomnia', 'Stress', 'Nausea', 'Eye Pressure']",4.8,"Jelly Roll is a sweet treat crafted by Colorado Seed Inc. to show off their wonderful Jellyroll (God Bud x Grapefruit) crossed against their yield powerhouse, Gupta Kush. With delicious grape and anise aromas brought by the Jelly Roll #7, Jelly Roll emanates a rich odor that will fill the room. Use this indica for a long lasting, mid-level body high driven by a heady energy many would describe as meditative.  "
1110,Jenni,"['Sweet', 'Berry', 'Tree Fruit', 'Tree', 'Fruit']",sativa,"['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted']",[],"['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Headaches']",4.8,"Jenni is a lightweight sativa strain grown by Peace Naturals Project Inc. in Canada. A sweet fruity aroma emanates from Jenni’s pointed buds, providing a flavorful precursor to this strain’s soothing, clear-headed effects. With a modest THC level that typically reaches just 10%, Jenni allows you to remain functional and productive throughout the day. These easy-to-manage effects makes Jenni a great choice for novice consumers who need to treat aches, pains, and other symptoms without the anxiety that often comes with too much THC. "
1111,Jenny Kush,"['Citrus', 'Sweet', 'Earthy', 'Lemon']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Focused', 'Energetic', 'Talkative', 'Hungry']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Headaches', 'Muscle Spasms']",4.6,"Jenny Kush is a hybrid cannabis strain named in memory of Jenny Monson, a cannabis activist who passed away in 2013. The strain was originally bred by Rare Dankness Seeds with all proceeds going toward the Jenny Kush Foundation, a charity established to help support her children. This hybrid introduces herself with a sweet earthy aroma cut with the sharp zesty sweetness of citrus and lemon. Amnesia Haze and Rare Dankness #2 are believed to have parented Jenny Kush, giving this strain a balance of sativa and indica effects. Providing soothing relaxation with an uplifting burst, Jenny Kush is suitable for use any time of the day."
1113,Jesus,"['Citrus', 'Earthy', 'Lavender', 'Lemon']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted', 'Giggly', 'Tingly']",[],"['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea']",4.5,"Jesus, not to be confused with Jesus OG, is a Seattle staple grown by Solstice. This hybrid is a cross between White Widow and Blue Dynamite, a combination that gives rise to pungent, resin-loaded buds that smell of sweet lemon and herbs. Its cerebrally-focused effects give way to happy moods and outbursts of giggles, with soothing full-body relaxation trailing close behind."
1115,Jet Fuel,"['Diesel', 'Earthy', 'Pungent']",hybrid,"['Relaxed', 'Happy', 'Energetic', 'Uplifted', 'Focused', 'Euphoric']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Nausea', 'Fatigue']",4.6,"Jet Fuel, also known as G6, from 303 Seeds is the ultimate cross of some of the most renowned Diesel strains. By combining Aspen OG with High Country Diesel, we are left with a sativa-driven hybrid that stays true to the influence of SFV OG Kush and East Coast Sour Diesel in its lineage. The name Jet Fuel isn’t purely devoted to the sweet, pungent aroma of diesel fumes that this strain exudes, but also the high-energy jolt of uplifting sativa effects that eventually level off to provide a dream-like state of relaxation."
1117,Jillybean,"['Citrus', 'Sweet', 'Orange']",hybrid,"['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted', 'Relaxed']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Headache', 'Fatigue']",4.3,"Jillybean is described as being an upbeat and happy hybrid, with flavors of tangy orange and mango. This strain is a top choice for creative minds and social butterflies looking for unencumbered euphoria during daytime hours. Bred by crossing Orange Velvet and Space Queen, Jillybean often expresses herself in deep hues of maroon on the leaves. "
1118,Jimi Hendrix,"['Citrus', 'Earthy', 'Sweet']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted', 'Hungry']",['Anxious'],"['Depression', 'Stress', 'Cramps', 'Lack of Appetite', 'Nausea']",4.7,"There are many genetic combinations that fall under the name Jimi Hendrix, but this southern Oregon hybrid descends from Jack Herer, Headband, and Black Cherry Soda. Led by its sativa genetics, Jimi Hendrix delivers a cerebrally focused jolt of euphoric energy that helps feed creativity and focus in low doses. In a show of its diverse terpene profile, Jimi Hendrix has a complex aroma that spans flavors from earthy pine to sweet lemon and citrus. "
1119,Jock Horror,"['Berry', 'Earthy', 'Sweet']",sativa,"['Hungry', 'Euphoric', 'Happy', 'Energetic', 'Aroused', 'Creative']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Stress', 'Lack of Appetite', 'Fatigue']",4.1,"Jock Horror is sativa-dominant hybrid parented by Northern Lights and two other strains of the Skunk and Haze families. These resinous buds offer a fresh, unique aroma with uplifting effects. Best produced indoors, growers can expect these tall plants to flower between 9 and 11 weeks."
1121,Jolly Rancher,"['Sweet', 'Pungent', 'Flowery', 'Berry']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Tingly', 'Giggly', 'Creative']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Nausea', 'Headaches']",4.3,"Not much is known about the California-bred hybrid Jolly Rancher, but this hybrid strain has nevertheless carved a name for itself among West Coast genetics. Its name and initial appeal lies primarily in Jolly Rancher’s sour candied aroma, although there’s also something to be said about its high-flying euphoria and colorful buds. Coated with a sticky blanket of sugar-like resin, Jolly Rancher is a treat for all the senses."
1123,Jr,"['Earthy', 'Pungent', 'Sweet']",indica,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy', 'Hungry']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']",4.5,"Named after the dark alcoholic beverage from Germany, Jr is an indica-dominant strain with a tinge of black licorice in its aroma. Little is known about its genetics, but rumor has placed Jr somewhere in the Hindu Kush genealogy or a cross of LA Confidential and Blue Dream. Some also suspect it was bred and popularized in Southern Oregon. As stupefying as its name makes it out to be, Jr's full body effects are better described as relaxing than sedating."
1124,Juicy Fruit,"['Sweet', 'Tropical', 'Citrus', 'Earthy']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Fatigue']",4.1,"Also known as Fruity Juice, this cannabis strain was developed by Sensi Seeds. Crossed with pure Afghani indica and pure Thai sativa, Juicy Fruit is a large-leafed, thick-stemmed plant with colors of green and purple. Once broken up, colors of lavender, orange, and amber-purple float throughout the trichome heads and into the stems. Flowering time is approximately 7-9 weeks, with a THC level measuring about 15-20%. Smells are described as ranging from tangy and sweet, sort of like fruit punch and lemons, to a blend of piña colada and plums. The effects begin with a dizzy, light-headed feeling and can last up to 3 hours. "
1125,Juicy Jack,"['Sweet', 'Earthy', 'Citrus']",hybrid,"['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted', 'Talkative']","['Dry Mouth', 'Paranoid']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Fatigue']",4.3,"Juicy Jack combines the tropical flavors of Juicy Fruit with the therapeutic attributes of Jack Herer. This hybrid is balanced between its indica and sativa heritage but its effects lean towards the creative, uplifting buzz associated with sativas. Juicy Jack creates a flavorful mouthful of sweet berry notes that mingle with a spiced, earthy musk to usher in a euphoric burst of heady effects."
1126,Juliet,"['Spicy/Herbal', 'Pine', 'Earthy', 'Sweet']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Focused', 'Uplifted']","['Dizzy', 'Dry Mouth']","['Depression', 'Pain', 'Stress', 'Headache', 'Fatigue', 'Muscle Spasms']",4.5,Juliet is a sativa-dominant hybrid cross between Cinderella 99 and NYC Diesel that uplifts both mind and body with a sweet berry aroma. A subtle buzz of cerebral energy promotes focus and sharpens the senses in a comfortable psychoactive experience conducive to social activities. Juliet’s happy calm may be useful for patients treating mood and stress disorders like anxiety and depression.
1127,Julius Caesar,"['Sweet', 'Flowery', 'Tropical', 'Earthy', 'Pine']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Focused']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Nausea']",4.5,"A Cali Connection product, Julius Caesar is the child of imperial powers SoCal Master Kush and SFV OG Kush, giving it a high quality pedigree. Plants have average growing and yield characteristics, including a flowering time of 8 to 10 weeks. Effects are powerful and take over quickly, much like the conqueror it is named after. A high THC content makes this strain ideal for complete (although sometimes brief) stress and anxiety relief."
1128,Jungle Juice,"['Flowery', 'Citrus', 'Woody', 'Tree', 'Fruit']",hybrid,"['Relaxed', 'Happy', 'Creative', 'Energetic', 'Sleepy']",[],"['Depression', 'Stress', 'Lack of Appetite', 'Fatigue', 'Headaches']",4.4,"Bred by Golden State Genetics, Jungle Juice is a hybrid strain that crosses Animal Cookies and their in-house Tangie male. Balancing sweet and sour citrus flavors, this strain offers a flavorful release from stress, sleeplessness, and pain."
1131,K1,"['Ammonia', 'Pepper', 'Pine', 'Chemical']",hybrid,"['Happy', 'Energetic', 'Uplifted', 'Focused', 'Giggly', 'Euphoric', 'Relaxed']",[],"['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']",4.1,K1 is a sativa-dominant hybrid cross between Durban Poison and LA Kush. This variety took third place in the hash category of the 2014 Denver Cannabis Cup.
1132,K2,"['Earthy', 'Citrus', 'Sweet']",hybrid,"['Relaxed', 'Hungry', 'Happy', 'Sleepy', 'Giggly']","['Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea', 'Headache']",4.0,"Named for Earth's second highest mountain peak, K2 is sure to leave you at a higher elevation. The mellow flavor is accented with hints of fruit and spice, and the captivating aroma helped to make it a staple at coffee shops in Amsterdam. A cross between White Widow and Hindu Kush, this dependable Dutch hybrid first attracted growers for its compact stature, while the relaxing indica effects have kept consumers who battle anxiety and insomnia asking for more."
